Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Place,,Time Period,Start_Date,Data Value,,,,latitude,longitude,name,desc,color,source,precision,
166745,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea  ,"Clinton and Chelsea  , New York City",Summer 2011,40695,30.93,,,,40.76281,-73.993149,Clinton and Chelsea,"Clinton St, Chelsea, Suffolk, MA, US",,MapQuest,street,
166746,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown  ,"Midtown  , New York City",Summer 2011,40695,41.53,,,,40.754932,-73.984016,Midtown,"Atlanta, Fulton, GA, US",,MapQuest,neighborhood,
166747,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay  ,"Stuyvesant Town and Turtle Bay  , New York City",Summer 2011,40695,34.67,,,,40.73244,-73.97771,Stuyvesant Town and Turtle Bay,"New York, New York, NY, US",,MapQuest,neighborhood,
166748,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side  ,"Upper West Side  , New York City",Summer 2011,40695,25.77,,,,40.79251,-73.9732,Upper West Side,"New York, New York, NY, US",,MapQuest,neighborhood,
166749,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side  ,"Upper East Side  , New York City",Summer 2011,40695,28.77,,,,40.77062,-73.95703,Upper East Side,"New York, New York, NY, US",,MapQuest,neighborhood,
166750,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights  ,"Morningside Heights and Hamilton Heights  , New York City",Summer 2011,40695,23.68,,,,40.80662,-73.96122,Morningside Heights and Hamilton Heights,"1129 Amsterdam Ave, New York, New York, NY, US",,MapQuest,address,
166751,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem  ,"Central Harlem  , New York City",Summer 2011,40695,24,,,,40.8115504,-73.9464769,Central Harlem,"Central Ave E, Harlem, Blaine, MT, US",,MapQuest,street,
166752,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem  ,"East Harlem  , New York City",Summer 2011,40695,23.21,,,,40.79828,-73.94081,East Harlem,"New York, New York, NY, US",,MapQuest,neighborhood,
166753,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood  ,"Washington Heights and Inwood  , New York City",Summer 2011,40695,20.26,,,,40.8402,-73.9402,Washington Heights and Inwood,"Washington Hts, Parkersburg, Wood, WV, US",,MapQuest,street,
166754,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose  ,"Mott Haven and Melrose  , New York City",Summer 2011,40695,21.06,,,,40.81847,-73.9167,Mott Haven and Melrose,"Melrose Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166755,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood  ,"Hunts Point and Longwood  , New York City",Summer 2011,40695,19.4,,,,40.81621,-73.89606,Hunts Point and Longwood,"Longwood Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166756,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona  ,"Morrisania and Crotona  , New York City",Summer 2011,40695,20.59,,,,40.8291,-73.90671,Morrisania and Crotona,"Bronx, Bronx, NY, US",,MapQuest,neighborhood,
166758,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights  ,"Fordham and University Heights  , New York City",Summer 2011,40695,22.24,,,,40.85927,-73.89847,Fordham and University Heights,"Fordham Ct, Naperville, DuPage, IL, US",,MapQuest,street,
166759,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont  ,"Belmont and East Tremont  , New York City",Summer 2011,40695,20.25,,,,40.84736,-73.89079,Belmont and East Tremont,"Belmont Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166760,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford  ,"Kingsbridge Heights and Bedford  , New York City",Summer 2011,40695,19.95,,,,40.86833,-73.90124,Kingsbridge Heights and Bedford,"Kings Rdg, Bedford, Carroll, KY, US",,MapQuest,street,
166761,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston  ,"Riverdale and Fieldston  , New York City",Summer 2011,40695,16.31,,,,40.88692,-73.90711,Riverdale and Fieldston,"Riverdale Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166762,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview  ,"Parkchester and Soundview  , New York City",Summer 2011,40695,18.37,,,,41.00197,-73.67149,Parkchester and Soundview,"Soundview St, Port Chester, Westchester, NY, US",,MapQuest,street,
166763,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City  ,"Throgs Neck and Co-op City  , New York City",Summer 2011,40695,16.19,,,,40.82261,-73.82049,Throgs Neck and Co-op City,"New York, Bronx, NY, US",,MapQuest,neighborhood,
166764,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale  ,"Morris Park and Bronxdale  , New York City",Summer 2011,40695,17.59,,,,40.85284,-73.85452,Morris Park and Bronxdale,"Bronx, Bronx, NY, US",,MapQuest,neighborhood,
166765,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester  ,"Williamsbridge and Baychester  , New York City",Summer 2011,40695,16.66,,,,40.87924,-73.84657,Williamsbridge and Baychester,"Chester St, Bronx, Bronx, NY, US",,MapQuest,street,
166766,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg  ,"Greenpoint and Williamsburg  , New York City",Summer 2011,40695,21.37,,,,40.72064,-73.96301,Greenpoint and Williamsburg,"N 6th Pl, Brooklyn, Kings, NY, US",,MapQuest,address,
166767,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights  ,"Fort Greene and Brooklyn Heights  , New York City",Summer 2011,40695,23.13,,,,40.67864,-73.95151,Fort Greene and Brooklyn Heights,"1193 Atlantic Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166768,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant  ,"Bedford Stuyvesant  , New York City",Summer 2011,40695,21.38,,,,40.68339,-73.94247,Bedford Stuyvesant,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166769,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick  ,"Bushwick  , New York City",Summer 2011,40695,19.96,,,,40.6936,-73.91922,Bushwick,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166770,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City  ,"East New York and Starrett City  , New York City",Summer 2011,40695,17.57,,,,40.66643,-73.88269,East New York and Starrett City,"New York, Kings, NY, US",,MapQuest,neighborhood,
166771,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens  ,"Park Slope and Carroll Gardens  , New York City",Summer 2011,40695,21.44,,,,40.6681038,-73.980581,Park Slope and Carroll Gardens,"Willis, Montgomery, TX, US",,MapQuest,neighborhood,
166772,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park  ,"Sunset Park  , New York City",Summer 2011,40695,19.31,,,,40.80662,-73.85346,Sunset Park,"Sunset Park, Govan Mbeki, ZA",,MapQuest,city/town,
166773,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights  ,"Crown Heights and Prospect Heights  , New York City",Summer 2011,40695,21.39,,,,40.67301,-73.9571,Crown Heights and Prospect Heights,"753 Franklin Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166774,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens  ,"South Crown Heights and Lefferts Gardens  , New York City",Summer 2011,40695,20.55,,,,40.66235,-73.95081,South Crown Heights and Lefferts Gardens,US,,MapQuest,country,
166775,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights  ,"Bay Ridge and Dyker Heights  , New York City",Summer 2011,40695,18.06,,,,40.6203,-74.00742,Bay Ridge and Dyker Heights,"Brooklyn, Kings, NY, US",,MapQuest,intersection,
166776,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst  ,"Bensonhurst  , New York City",Summer 2011,40695,17.26,,,,40.60186,-73.9939,Bensonhurst,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166777,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park  ,"Borough Park  , New York City",Summer 2011,40695,18.99,,,,40.63382,-73.99693,Borough Park,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166778,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island  ,"Coney Island  , New York City",Summer 2011,40695,12.93,,,,40.574879,-73.982872,Coney Island,"Coney Island, Stone, MO, US",,MapQuest,city/town,
166779,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood  ,"Flatbush and Midwood  , New York City",Summer 2011,40695,18.14,,,,40.61496,-73.95435,Flatbush and Midwood,"1923 Ocean Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166780,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay  ,"Sheepshead Bay  , New York City",Summer 2011,40695,14.61,,,,40.59094,-73.94493,Sheepshead Bay,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166781,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville  ,"Brownsville  , New York City",Summer 2011,40695,19.48,,,,40.66969,-73.91679,Brownsville,"Brownsville, Brooklyn, NY",,MapQuest,city/town,
166782,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush  ,"East Flatbush  , New York City",Summer 2011,40695,18.77,,,,40.65379,-73.93081,East Flatbush,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166783,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie  ,"Flatlands and Canarsie  , New York City",Summer 2011,40695,14.28,,,,40.64051,-73.90555,Flatlands and Canarsie,"Flatlands Ave, Brooklyn, Kings, NY, US",,MapQuest,street,
166784,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria  ,"Long Island City and Astoria  , New York City",Summer 2011,40695,19.63,,,,40.77064,-73.92575,Long Island City and Astoria,"Long Island City, Queens, NY, US",,MapQuest,neighborhood,
166785,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside  ,"Woodside and Sunnyside  , New York City",Summer 2011,40695,20.5,,,,40.74155,-73.9323,Woodside and Sunnyside,"Woodside, Queens, NY, US",,MapQuest,neighborhood,
166786,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights  ,"Jackson Heights  , New York City",Summer 2011,40695,20.06,,,,40.7494,-73.88756,Jackson Heights,"Jackson Heights, Queens, NY, US",,MapQuest,city/town,
166787,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona  ,"Elmhurst and Corona  , New York City",Summer 2011,40695,21.41,,,,40.7385,-73.87794,Elmhurst and Corona,"Corona, Queens, NY, US",,MapQuest,neighborhood,
166788,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth  ,"Ridgewood and Maspeth  , New York City",Summer 2011,40695,18.46,,,,40.72425,-73.90251,Ridgewood and Maspeth,"Ridgewood, Queens, NY, US",,MapQuest,neighborhood,
166789,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills  ,"Rego Park and Forest Hills  , New York City",Summer 2011,40695,19.58,,,,40.72288,-73.84477,Rego Park and Forest Hills,"Rego Park, Queens, NY, US",,MapQuest,neighborhood,
166790,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone  ,"Flushing and Whitestone  , New York City",Summer 2011,40695,17.39,,,,40.76297,-73.83563,Flushing and Whitestone,"Whitestone, Queens, NY, US",,MapQuest,neighborhood,
166791,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows  ,"Hillcrest and Fresh Meadows  , New York City",Summer 2011,40695,17.23,,,,40.72696,-73.79832,Hillcrest and Fresh Meadows,"Fresh Meadows, Queens, NY, US",,MapQuest,neighborhood,
166792,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven  ,"Kew Gardens and Woodhaven  , New York City",Summer 2011,40695,18.65,,,,40.71803,-73.86321,Kew Gardens and Woodhaven,"66-11 Woodhaven Blvd, Rego Park, Queens, NY, US",,MapQuest,address,
166793,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach  ,"South Ozone Park and Howard Beach  , New York City",Summer 2011,40695,16.78,,,,40.67533,-73.81735,South Ozone Park and Howard Beach,"Howard Beach, Queens, NY, US",,MapQuest,neighborhood,
166794,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck  ,"Bayside and Little Neck  , New York City",Summer 2011,40695,15.75,,,,40.77795,-73.76882,Bayside and Little Neck,"Little Neck Blvd, Bayside, Queens, NY, US",,MapQuest,street,
166795,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis  ,"Jamaica and Hollis  , New York City",Summer 2011,40695,17.34,,,,40.70044,-73.78907,Jamaica and Hollis,"Hollis, Queens, NY, US",,MapQuest,neighborhood,
166796,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village  ,"Queens Village  , New York City",Summer 2011,40695,15.36,,,,40.71481,-73.75076,Queens Village,"Queens Village, Queens, NY, US",,MapQuest,city/town,
166797,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel  ,"Rockaway and Broad Channel  , New York City",Summer 2011,40695,9.81,,,,40.60315,-73.8214,Rockaway and Broad Channel,"Far Rockaway, Queens, NY, US",,MapQuest,neighborhood,
166798,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton  ,"St. George and Stapleton  , New York City",Summer 2011,40695,16.24,,,,40.64356,-74.07396,St. George and Stapleton,"Stapleton, Jefferson, GA, US",,MapQuest,city/town,
166799,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook  ,"South Beach and Willowbrook  , New York City",Summer 2011,40695,11.89,,,,40.6031598,-74.1384762,South Beach and Willowbrook,"Rye Beach, Rockingham, NH, US",,MapQuest,intersection,
166800,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills  ,"Tottenville and Great Kills  , New York City",Summer 2011,40695,8.32,,,,40.55416,-74.1524,Tottenville and Great Kills,"Staten Island, Richmond, NY, US",,MapQuest,neighborhood,
166801,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,101,Financial District  ,"Financial District  , New York City",Summer 2012,41061,29.25,,,,40.70906,-74.01061,Financial District,"New York, New York, NY, US",,MapQuest,neighborhood,
166802,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho  ,"Greenwich Village and Soho  , New York City",Summer 2012,41061,27.46,,,,40.724159,-74.001122,Greenwich Village and Soho,"New Village Rd, Franklin Twp, Warren, NJ, US",,MapQuest,street,
166803,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown  ,"Lower East Side and Chinatown  , New York City",Summer 2012,41061,24.26,,,,40.71752,-73.99176,Lower East Side and Chinatown,"298 Grand St, New York, New York, NY, US",,MapQuest,address,
166804,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea  ,"Clinton and Chelsea  , New York City",Summer 2012,41061,28.92,,,,40.76281,-73.993149,Clinton and Chelsea,"Clinton St, Chelsea, Suffolk, MA, US",,MapQuest,street,
166805,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,105,Midtown  ,"Midtown  , New York City",Summer 2012,41061,40.34,,,,40.754932,-73.984016,Midtown,"Atlanta, Fulton, GA, US",,MapQuest,neighborhood,
166806,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay  ,"Stuyvesant Town and Turtle Bay  , New York City",Summer 2012,41061,33.13,,,,40.73244,-73.97771,Stuyvesant Town and Turtle Bay,"New York, New York, NY, US",,MapQuest,neighborhood,
166807,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,107,Upper West Side  ,"Upper West Side  , New York City",Summer 2012,41061,23.57,,,,40.79251,-73.9732,Upper West Side,"New York, New York, NY, US",,MapQuest,neighborhood,
166808,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,108,Upper East Side  ,"Upper East Side  , New York City",Summer 2012,41061,26.96,,,,40.77062,-73.95703,Upper East Side,"New York, New York, NY, US",,MapQuest,neighborhood,
166809,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights  ,"Morningside Heights and Hamilton Heights  , New York City",Summer 2012,41061,21.51,,,,40.80662,-73.96122,Morningside Heights and Hamilton Heights,"1129 Amsterdam Ave, New York, New York, NY, US",,MapQuest,address,
166810,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,110,Central Harlem  ,"Central Harlem  , New York City",Summer 2012,41061,21.94,,,,40.8115504,-73.9464769,Central Harlem,"Central Ave E, Harlem, Blaine, MT, US",,MapQuest,street,
166811,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,111,East Harlem  ,"East Harlem  , New York City",Summer 2012,41061,21.13,,,,40.79828,-73.94081,East Harlem,"New York, New York, NY, US",,MapQuest,neighborhood,
166812,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood  ,"Washington Heights and Inwood  , New York City",Summer 2012,41061,18.37,,,,40.8402,-73.9402,Washington Heights and Inwood,"Washington Hts, Parkersburg, Wood, WV, US",,MapQuest,street,
166813,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose  ,"Mott Haven and Melrose  , New York City",Summer 2012,41061,19.14,,,,40.81847,-73.9167,Mott Haven and Melrose,"Melrose Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166814,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood  ,"Hunts Point and Longwood  , New York City",Summer 2012,41061,17.78,,,,40.81621,-73.89606,Hunts Point and Longwood,"Longwood Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166815,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona  ,"Morrisania and Crotona  , New York City",Summer 2012,41061,18.97,,,,40.8291,-73.90671,Morrisania and Crotona,"Bronx, Bronx, NY, US",,MapQuest,neighborhood,
166817,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights  ,"Fordham and University Heights  , New York City",Summer 2012,41061,20.62,,,,40.85927,-73.89847,Fordham and University Heights,"Fordham Ct, Naperville, DuPage, IL, US",,MapQuest,street,
166818,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont  ,"Belmont and East Tremont  , New York City",Summer 2012,41061,18.82,,,,40.84736,-73.89079,Belmont and East Tremont,"Belmont Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166819,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford  ,"Kingsbridge Heights and Bedford  , New York City",Summer 2012,41061,18.61,,,,40.86833,-73.90124,Kingsbridge Heights and Bedford,"Kings Rdg, Bedford, Carroll, KY, US",,MapQuest,street,
166820,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston  ,"Riverdale and Fieldston  , New York City",Summer 2012,41061,14.81,,,,40.88692,-73.90711,Riverdale and Fieldston,"Riverdale Ave, Bronx, Bronx, NY, US",,MapQuest,street,
166821,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview  ,"Parkchester and Soundview  , New York City",Summer 2012,41061,17.1,,,,41.00197,-73.67149,Parkchester and Soundview,"Soundview St, Port Chester, Westchester, NY, US",,MapQuest,street,
166822,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City  ,"Throgs Neck and Co-op City  , New York City",Summer 2012,41061,15.29,,,,40.82261,-73.82049,Throgs Neck and Co-op City,"New York, Bronx, NY, US",,MapQuest,neighborhood,
166823,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale  ,"Morris Park and Bronxdale  , New York City",Summer 2012,41061,16.52,,,,40.85284,-73.85452,Morris Park and Bronxdale,"Bronx, Bronx, NY, US",,MapQuest,neighborhood,
166824,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester  ,"Williamsbridge and Baychester  , New York City",Summer 2012,41061,15.7,,,,40.87924,-73.84657,Williamsbridge and Baychester,"Chester St, Bronx, Bronx, NY, US",,MapQuest,street,
166825,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg  ,"Greenpoint and Williamsburg  , New York City",Summer 2012,41061,19.46,,,,40.72064,-73.96301,Greenpoint and Williamsburg,"N 6th Pl, Brooklyn, Kings, NY, US",,MapQuest,address,
166826,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights  ,"Fort Greene and Brooklyn Heights  , New York City",Summer 2012,41061,21.17,,,,40.67864,-73.95151,Fort Greene and Brooklyn Heights,"1193 Atlantic Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166827,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant  ,"Bedford Stuyvesant  , New York City",Summer 2012,41061,19.68,,,,40.68339,-73.94247,Bedford Stuyvesant,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166828,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick  ,"Bushwick  , New York City",Summer 2012,41061,18.39,,,,40.6936,-73.91922,Bushwick,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166829,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City  ,"East New York and Starrett City  , New York City",Summer 2012,41061,16.12,,,,40.66643,-73.88269,East New York and Starrett City,"New York, Kings, NY, US",,MapQuest,neighborhood,
166830,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens  ,"Park Slope and Carroll Gardens  , New York City",Summer 2012,41061,19.35,,,,40.6681038,-73.980581,Park Slope and Carroll Gardens,"Willis, Montgomery, TX, US",,MapQuest,neighborhood,
166831,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park  ,"Sunset Park  , New York City",Summer 2012,41061,17.21,,,,40.80662,-73.85346,Sunset Park,"Sunset Park, Govan Mbeki, ZA",,MapQuest,city/town,
166832,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights  ,"Crown Heights and Prospect Heights  , New York City",Summer 2012,41061,19.65,,,,40.67301,-73.9571,Crown Heights and Prospect Heights,"753 Franklin Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166833,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens  ,"South Crown Heights and Lefferts Gardens  , New York City",Summer 2012,41061,18.77,,,,40.66235,-73.95081,South Crown Heights and Lefferts Gardens,US,,MapQuest,country,
166834,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights  ,"Bay Ridge and Dyker Heights  , New York City",Summer 2012,41061,16.03,,,,40.6203,-74.00742,Bay Ridge and Dyker Heights,"Brooklyn, Kings, NY, US",,MapQuest,intersection,
166835,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,311,Bensonhurst  ,"Bensonhurst  , New York City",Summer 2012,41061,15.26,,,,40.60186,-73.9939,Bensonhurst,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166836,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park  ,"Borough Park  , New York City",Summer 2012,41061,17,,,,40.63382,-73.99693,Borough Park,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166837,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,313,Coney Island  ,"Coney Island  , New York City",Summer 2012,41061,10.96,,,,40.574879,-73.982872,Coney Island,"Coney Island, Stone, MO, US",,MapQuest,city/town,
166838,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood  ,"Flatbush and Midwood  , New York City",Summer 2012,41061,16.21,,,,40.61496,-73.95435,Flatbush and Midwood,"1923 Ocean Ave, Brooklyn, Kings, NY, US",,MapQuest,address,
166839,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay  ,"Sheepshead Bay  , New York City",Summer 2012,41061,12.62,,,,40.59094,-73.94493,Sheepshead Bay,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166840,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,316,Brownsville  ,"Brownsville  , New York City",Summer 2012,41061,17.92,,,,40.66969,-73.91679,Brownsville,"Brownsville, Brooklyn, NY",,MapQuest,city/town,
166841,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,317,East Flatbush  ,"East Flatbush  , New York City",Summer 2012,41061,16.97,,,,40.65379,-73.93081,East Flatbush,"Brooklyn, Kings, NY, US",,MapQuest,neighborhood,
166842,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie  ,"Flatlands and Canarsie  , New York City",Summer 2012,41061,12.42,,,,40.64051,-73.90555,Flatlands and Canarsie,"Flatlands Ave, Brooklyn, Kings, NY, US",,MapQuest,street,
166843,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria  ,"Long Island City and Astoria  , New York City",Summer 2012,41061,17.79,,,,40.77064,-73.92575,Long Island City and Astoria,"Long Island City, Queens, NY, US",,MapQuest,neighborhood,
166844,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside  ,"Woodside and Sunnyside  , New York City",Summer 2012,41061,18.71,,,,40.74155,-73.9323,Woodside and Sunnyside,"Woodside, Queens, NY, US",,MapQuest,neighborhood,
166845,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights  ,"Jackson Heights  , New York City",Summer 2012,41061,18.7,,,,40.7494,-73.88756,Jackson Heights,"Jackson Heights, Queens, NY, US",,MapQuest,city/town,
166846,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona  ,"Elmhurst and Corona  , New York City",Summer 2012,41061,20.2,,,,40.7385,-73.87794,Elmhurst and Corona,"Corona, Queens, NY, US",,MapQuest,neighborhood,
166847,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth  ,"Ridgewood and Maspeth  , New York City",Summer 2012,41061,17.04,,,,40.72425,-73.90251,Ridgewood and Maspeth,"Ridgewood, Queens, NY, US",,MapQuest,neighborhood,
166848,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills  ,"Rego Park and Forest Hills  , New York City",Summer 2012,41061,18.52,,,,40.72288,-73.84477,Rego Park and Forest Hills,"Rego Park, Queens, NY, US",,MapQuest,neighborhood,
166849,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone  ,"Flushing and Whitestone  , New York City",Summer 2012,41061,16.44,,,,40.76297,-73.83563,Flushing and Whitestone,"Whitestone, Queens, NY, US",,MapQuest,neighborhood,
