ZIP_CODE
46706
68008
31407
20120
23231
23451
76010
76010
76010
33619
42029
42029
42029
97062
77093
80911
80911
36264
48867
48178
90058
30531
29418
29418
45242
99180
99180
52001
35222
36545
27709
27709
77493
27203
97217
97217
97217
97217
31601
35768
62703
62703
6405
43543
47635
44657
75098
36203
13126
13126
84101
70665
2885
2721
38478
25265
19555
46992
30260
30260
4239
77028
35215
54952
47630
47630
47630
26134
38343
42762
17404
60062
29836
19545
31709
51601
64437
60401
28904
6810
75020
84042
43545
28110
28110
28110
26041
26041
98229
6801
59025
37166
36518
67042
67042
16136
30119
37650
37030
51106
45817
17929
17929
52002
75227
38449
38449
35662
52722
77541
67401
67401
30058
26050
52627
52627
43811
78402
78402
33860
2129
15301
15301
15301
72956
31535
53189
52806
94587
72086
29210
26508
48910
6360
97230
70665
70665
47586
54143
35961
14012
14012
98032
39666
91745
67005
96707
46392
46392
46392
71280
98204
97045
50851
47804
26574
26574
25002
39703
39703
39703
54552
54552
54552
54552
22134
22134
30101
72863
37874
30120
35023
99153
17519
72370
72370
76065
45144
30127
43566
90810
15853
15853
52002
13126
16001
77385
65440
65440
27042
27042
36201
6010
50158
50158
50158
21226
21226
21226
52498
97222
97222
16915
46312
46312
99363
99363
99363
99363
37701
37701
41071
44706
27573
77541
26323
29640
17009
39407
6111
30360
30360
77630
63461
63461
63461
27525
61911
61911
19061
19061
19061
15801
13838
37167
29802
54443
35630
22427
39459
43040
47978
76629
76629
76629
46320
35967
23442
54139
71457
70522
68661
37129
47421
47421
4694
4694
4694
4694
47882
44667
35045
47620
47620
35401
46219
77507
77507
41056
92337
36769
36769
48229
17362
61265
75702
75702
72401
67219
17557
19720
19720
37748
37748
37748
27576
37213
48045
40216
45204
6096
17701
78945
78945
46725
29450
704
29644
23234
37129
39581
39581
39581
39581
920
23927
35951
32653
35217
43935
83837
45044
27849
41056
16749
45714
45714
46203
70767
62024
62024
50616
50616
50616
50616
84321
52577
52577
52577
15748
15748
15748
36079
91910
98607
98607
77536
55746
300247210
45241
45241
47933
47933
47933
47933
47933
47933
65712
72833
73117
49460
49460
31015
31015
71801
72110
50703
50701
65803
65706
61607
77301
81626
39746
39746
39746
97914
29512
29512
23860
23860
42754
38237
20608
72956
62540
62540
481923729
16601
17057
17057
17057
17057
17057
26055
43113
43113
7077
52802
77523
77523
97478
79603
62953
72701
68776
51105
35565
27962
27962
71822
46526
35601
84006
43143
16602
28110
28110
12189
35903
75707
52778
53215
53215
77590
77590
77590
36513
4106
72908
27052
27052
27052
18252
18252
71857
13165
41095
27343
35616
27574
28012
26055
15025
72132
70669
70669
15104
28114
28114
38562
28704
58554
60914
12158
17603
31601
48933
78409
78409
75846
28547
35125
50023
42086
29440
29440
29440
23851
23851
72450
49829
49829
49829
49829
71018
71018
27320
2150
38053
4106
43302
53014
50701
74403
88065
39702
54220
37716
37716
54603
38108
60450
30013
68025
28075
98531
29044
29044
29445
27801
29379
35125
72370
2905
24482
42050
42050
42050
14882
74337
53080
64451
27565
41091
41091
8865
20842
12801
12801
20664
52556
52556
36916
70669
70669
70669
70669
15225
29690
55071
98368
29003
29702
77905
30417
70767
31520
36851
36851
31098
31098
70669
70669
45804
36470
78419
38901
52501
75050
15010
35671
71052
71447
16154
94304
36505
83873
77506
53223
82718
43616
43616
43616
43616
43616
6033
70764
78407
78407
54501
52553
27302
88023
54601
80022
80022
52404
30116
31046
47630
35601
35601
35601
38109
13760
20175
25075
22151
19428
75006
36535
45750
37064
77041
24539
43105
98221
99337
83318
77640
17821
42452
24534
24534
74651
74434
74434
54304
53081
75052
75686
72734
36426
36426
27870
27870
11096
40225
70079
70079
61242
61242
46721
46721
46721
77640
54495
54495
77627
36067
37660
44105
46706
83873
35186
35186
35130
36512
36512
35580
35580
35580
77590
77590
77590
77590
87416
87416
87416
7083
39339
36611
71630
71630
37760
53578
82637
23234
7036
73401
30120
35673
61081
59101
59101
59101
48667
48667
48667
48667
48667
54952
77642
76063
12553
99611
59044
90262
47635
94553
94553
36207
81625
47635
91016
70764
70764
70764
90807
90807
93420
93420
70057
70057
70669
70669
15774
35806
35806
17356
15717
45001
45001
23836
36105
49036
26541
50438
24266
6340
38821
37185
78223
54457
54457
37660
39701
41008
90745
70805
3801
42101
69162
24426
70068
47250
47635
44707
77705
55068
55068
55068
45144
28658
28213
42348
52761
77571
77571
77571
71019
71019
530441500
481923729
52761
15061
15061
70070
91746
77536
77536
77536
77536
77536
77536
77536
77536
77536
77536
47528
47528
75110
75110
59404
63386
76108
70051
70051
70051
90723
90723
23237
12202
52738
44035
2151
2151
2151
2151
78155
43756
14901
70605
80429
54130
54130
63873
63873
14094
76550
37309
37309
38305
45840
45840
15845
16833
42337
70070
70734
43502
78362
74019
2149
45246
45246
68701
68701
40108
97203
6111
39832
39832
36201
37208
74728
74728
19512
19512
49461
65244
28609
24526
98512
26050
70346
19706
19706
19706
77041
38109
38109
38109
60005
78407
51501
78409
78409
78409
74764
74764
10511
18848
18848
64854
35040
35040
75691
75840
60439
60439
70665
41129
41129
84119
90670
94553
60441
98421
71232
77037
98632
98632
6607
6607
77051
91733
91733
99801
30161
47905
13642
13642
44903
32348
32348
51054
15014
15690
15690
15301
44641
322120050
31904
31904
70723
64836
29704
29704
44875
19543
44432
40403
26134
21502
21502
21502
61547
23504
41129
41129
28461
28461
28461
77571
15944
15944
77632
77632
77632
15059
15059
35404
37055
44706
44706
44706
44706
15906
44035
16701
72949
29812
37660
37660
37660
37660
